CAMIS,RESTAURANT,BUILDING,STREET,ZIPCODE,PHONE,CUISINE_DESCRIPTION,CRITICALFLAG
41600154,STARBUCKS COFFEE,122,GREENWICH AVENUE,10011.0,2123664672,Coffee/Tea,Not Critical
50067920,HANG LUNG PICA POLLO,1608,SAINT NICHOLAS AVENUE,10040.0,2129271525,Chinese,Critical
41350310,MAMMA'S FAMOUS PIZZA & BURGERS,2345,BROADWAY,10024.0,2123628612,Pizza,Not Critical
50059594,PICCOLA CUCINA,75,THOMPSON STREET,10012.0,9172831065,Italian,Critical
50061192,TINO'S CHEESESTEAKS,171,WEST   23 STREET,10011.0,2129293287,Middle Eastern,Critical
41251140,TRATTORIA TRE COLORI,254,WEST   47 STREET,10036.0,2129974540,Italian,Not Critical
50059509,BARN JOO,35,UNION SQUARE WEST,10003.0,6463989663,Korean,Critical
41514254,ELIM DELI CAFE,851,LEXINGTON AVENUE,10065.0,2124398320,Soups_Salads_Sandwiches_Beverages,Critical
50051965,LITTLE POLAND RESTAURANT,200,2 AVENUE,10003.0,2127779728,European,Critical
50015767,THE POLO BAR,1,EAST   55 STREET,10022.0,2122078562,American,Critical
50100181,WOLFGANG'S STEAKHOUSE,1359,BROADWAY,10018.0,7246221856,Barbecue & Steakhouse,Not Critical
40383511,BRANDY'S PIANO BAR,235,EAST   84 STREET,10028.0,2127444949,American,Not Critical
41569216,COCO FRESH TEA & JUICE,38,LEXINGTON AVENUE,10010.0,2128516618,Coffee/Tea,Not Critical
41239252,BODRUM,584,AMSTERDAM AVENUE,10024.0,2127992806,Mediterranean,Not Critical
50017773,OITA SUSHI,1317A,2 AVENUE,10021.0,2125350002,Japanese,Critical
40759602,HALE & HEARTY SOUP,849,LEXINGTON AVENUE,10065.0,2125177600,Soups_Salads_Sandwiches_Beverages,Not Critical
50012808,CALLE DAO,38,WEST   39 STREET,10018.0,2122219002,Latin American,Not Critical
50018271,MOONSTRUCK (IN BELLEVUE),462,1 AVENUE,10016.0,6466495304,American,Critical
50072407,HILLTOP PERK CAFE,83,HAVEN AVENUE,10032.0,9298881201,American,Not Critical
50100556,GRAB AND GO,20,WEST   47 STREET,10036.0,6462610405,Jewish/Kosher,Not Critical
41701052,GREEN CAFE,1324,LEXINGTON AVENUE,10128.0,2122899100,American,Critical
50051704,LITTLE CANAL,26,CANAL STREET,10002.0,9174727479,American,Not Critical
50044629,COME PRIMA,903,MADISON AVENUE,10021.0,2125177700,Italian,Not Critical
41249345,STARBUCKS,425,MADISON AVENUE,10017.0,2126449462,Coffee/Tea,Not Critical
50060711,SCOOZI,142,WEST   83 STREET,10024.0,2127990080,American,Critical
50091353,FLATS FIX,30,EAST   16 STREET,10003.0,2126330071,Tex-Mex,Critical
50073755,LITTLE GIO'S PIZZA,26,1 AVENUE,10009.0,6469619801,Pizza,Not Critical
50003211,OLMA CAVIAR BOUTIQUE & BAR ( @ THE PLAZA FOOD HALL),1,WEST   58 STREET,10019.0,2123718525,Seafood,Not Critical
50059949,FLIK @ HOLY NAME PROVINCE,129,WEST   31 STREET,10001.0,6464730265,Other,Critical
50000338,ZORALIE RESTAURANT,449,WEST   51 STREET,10019.0,6465903751,Latin American,Not Critical
41399360,NEW RONG HANG RESTAURANT,38,ELDRIDGE STREET,10002.0,2126258999,Chinese,Critical
50111681,CHAI AUTHENTIC BEIJING CUISINE,353,WEST   46 STREET,10036.0,6466698299,Chinese,Not Critical
50039082,EL CASTILLO DE JAGUA II,521,GRAND STREET,10002.0,2129950244,Spanish,Critical
40401093,FRENCH ROAST,2340,BROADWAY,10024.0,2127991533,French,Critical
41659920,SAY IT WITH CAKE,510,WEST  123 STREET,10027.0,2128649500,Bakery,Not Critical
41673743,BIG APPLE CAFE,891,AMSTERDAM AVENUE,10025.0,9737221147,Coffee/Tea,Not Critical
50039286,DELIGHT WONG RESTAURANT,300,GRAND STREET,10002.0,2129251662,Chinese,Critical
50108743,HUNTER DELI,966,LEXINGTON AVENUE,10021.0,2124397758,American,Critical
50105639,LE PAIN QUOTIDIEN,100,GRAND STREET,10013.0,2126259009,Bakery,Not Critical
41543374,HUDSON STATION,440,9 AVENUE,10001.0,2122444406,American,Critical
40592296,3 DELI & GRILL,133,EAST   55 STREET,10022.0,2124863272,American,Critical
50054294,BOUCHERIE,99,7TH AVE S,10014.0,2128371616,French,Not Critical
41589254,POTBELLY SANDWICH WORKS,150,EAST   44 STREET,10017.0,6462894202,American,Not Critical
41474503,SHAKE SHACK,300,WEST   44 STREET,10036.0,6464350136,American,Not Critical
40930101,THE ODEON,145,WEST BROADWAY,10013.0,2122330507,French,Critical
50087951,HELL'S KITCHENETTE,375,WEST   48 STREET,10036.0,3473856981,Soups_Salads_Sandwiches_Beverages,Not Critical
41521360,PARIS BAGUETTE,6,WEST   32 STREET,10001.0,2122440404,Bakery,Critical
50056649,FIELDS GOOD CHICKEN,148,MADISON AVENUE,10016.0,2126750462,Chicken,Not Critical
50015344,ROOM SERVICE,690,9 AVENUE,10036.0,2125820999,Thai,Not Critical
41601611,LEFT BANK,117,PERRY STREET,10014.0,2127271170,American,Not Critical
50087014,MCDONALD'S,336,EAST   23 STREET,10010.0,2122285529,American,Not Critical
40586239,BROADWAY BAGEL,2658,BROADWAY,10025.0,2126620231,Bakery,Not Critical
50069127,KIKI'S GRILL & ROTISSERIE,121,DIVISION STREET,10002.0,3473618054,European,Critical
40977209,WAVERLY RESTAURANT,385,6 AVENUE,10014.0,2126753181,American,Critical
50013879,K RICO,772,9 AVENUE,10019.0,2127579393,American,Critical
50075608,LUCHADORES,87,SOUTH STREET,10038.0,9175676566,Spanish,Not Critical
50055164,HOOPS CABARET AND SPORTS BAR,48,WEST   33 STREET,10001.0,2125644480,American,Not Critical
50075859,WELL PLATED,4,TIMES SQUARE,10036.0,2122576600,American,Not Critical
41292678,BOCCA DI BACCO,828,9 AVENUE,10019.0,2122658828,Italian,Critical
50048446,PIKINE AFRICAN RESTAURANT,243,WEST  116 STREET,10026.0,6469227015,African,Not Critical
50089342,REGAL CINEMAS ESSEX CROSSING,129,DELANCEY STREET,10002.0,2124755768,American,Not Critical
50109928,DIPPIN DOTS AND DOC POPCORN,24,EAST   23 STREET,10010.0,9146564534,American,Critical
50060786,MCDONALD'S,1188,6 AVENUE,10036.0,2129442720,American,Critical
50007039,FIVE MILE STONE,1640,2 AVENUE,10028.0,2129330913,American,Not Critical
50075157,SHI MIAODAO,33,SAINT MARKS PLACE,10003.0,9179167373,Chinese,Critical
50086552,MAKIINNY,32,EAST    7 STREET,10003.0,2126734610,Thai,Critical
50072848,MAKANA,1329,SAINT NICHOLAS AVENUE,10033.0,6468691383,American,Critical
50092076,JUST SALAD,750,3 AVENUE,10017.0,9294580033,Soups_Salads_Sandwiches_Beverages,Critical
41466825,DUNKIN,101,WEST   23 STREET,10011.0,2126754040,Bakery,Critical
40840752,REUTERS CAFETERIA,3,TIMES SQUARE,10036.0,6462236520,American,Not Critical
41014554,STARBUCKS,4,COLUMBUS CIRCLE,10019.0,2122650658,Coffee/Tea,Critical
40515448,FREDDIE & PEPPER'S PIZZA,303,AMSTERDAM AVENUE,10023.0,2127992378,Pizza,Critical
50082565,PERFECT TASTE,51B,CANAL STREET,10002.0,9292696769,Southeast Asian,Not Critical
41248228,SUBWAY,1171,2 AVENUE,10065.0,2122073771,Soups_Salads_Sandwiches_Beverages,Not Critical
50100226,ARBOR BISTRO,226,WEST HOUSTON STREET,10014.0,2122557888,Japanese,Critical
41204508,CAFE CLUNY,284,WEST   12 STREET,10014.0,2122556900,French,Not Critical
50089332,NEIMAN MARCUS (COOK&MERCHANTS),500,WEST   33 STREET,10001.0,6465623542,American,Not Critical
50087615,JAPAS NY,9,EAST   38 STREET,10016.0,2126794040,Japanese,Not Critical
50006260,WHITE OAK TAVERN,21,WAVERLY PLACE,10003.0,2122602604,American,Not Critical
40922958,NICE MATIN,201,WEST   79 STREET,10024.0,2128736423,American,Critical
50073116,TABLE 866 @ COURTYARD MARRIOTT,866,3 AVENUE,10022.0,2126441300,American,Not Critical
50077692,ALOFT HARLEM,2296,FREDERICK DOUGLASS BOULEVARD,,2127494000,American,Not Critical
50082152,PELICANA CHICKEN,11,WEST   32 STREET,10001.0,6466890420,Chicken,Critical
50078158,ZURUTTO RAMEN & GYOZA BAR,142,WEST   72 STREET,10023.0,2124980022,Japanese,Not Critical
41640927,WOODROWS,43,MURRAY STREET,10007.0,2126760300,American,Not Critical
41427685,SHERATON NEW YORK HOTEL & TOWERS,811,7 AVENUE,10019.0,2128416569,American,Not Critical
50000380,BAWARCHI INDIAN CUISINE,1546,MADISON AVENUE,10029.0,2122897700,Indian Subcontinent,Not Critical
50050185,LADY M CONFECTIONS,1178,BROADWAY,10001.0,2015668111,Coffee/Tea,Not Critical
40716489,ORSAY,1057,LEXINGTON AVENUE,10021.0,2125176400,French,Not Critical
50095033,RIVER THAI & BEYOND,1766,AMSTERDAM AVENUE,10031.0,6464908290,Thai,Critical
50100887,KUNGFU TEA,2851,BROADWAY,10025.0,9173882833,Coffee/Tea,Critical
50099766,GO GO CHICKEN,250,MOTT STREET,10012.0,6468700267,Chicken,Not Critical
50057653,LOCAL & VINE,282,HUDSON STREET,10013.0,2123373414,American,Critical
50018098,EDEN WOK,43,EAST   34 STREET,10016.0,2127258100,Chinese,Critical
41211538,STK,28,LITTLE WEST   12 STREET,10014.0,6466242444,American,Critical
41215525,PORTER HOUSE BAR & GRILL,10,COLUMBUS CIRCLE,10019.0,2128239500,American,Not Critical
50081337,TIM HO WAN HELL'S KITCHEN,610,9 AVENUE,10036.0,2122282802,Chinese,Not Critical
40715364,STARBUCKS,665,BROADWAY,10012.0,9175340799,Coffee/Tea,Critical
50086421,SUROSS THAI BISTRO,4131,BROADWAY,10033.0,9175142689,Thai,Not Critical
50100392,FIREBALL,3920,BROADWAY,10032.0,6464100983,Latin American,Not Critical
50069802,MADE IN MEXICO,247,EAST  111 STREET,10029.0,6466237900,Mexican,Critical
41460032,BALADE,208,1 AVENUE,10009.0,2125296868,Mediterranean,Not Critical
40581692,MAZ MEZCAL,316,EAST   86 STREET,10028.0,2124721599,Mexican,Critical
41521159,CITY SANDWICH,649,9 AVENUE,10036.0,6466843943,Soups_Salads_Sandwiches_Beverages,Not Critical
50105603,LE PAIN QUOTIDIEN,81,WEST BROADWAY,10007.0,6466528186,French,Critical
50001770,OPUS,417,WEST  202 STREET,10034.0,2123040043,American,Not Critical
50061282,BELLINI,483,COLUMBUS AVENUE,10024.0,2127244615,Italian,Not Critical
50099719,New Fresh Wok,1777,1 AVENUE,10128.0,2128287666,Chinese,Not Critical
41200490,THE GAF,401,WEST   48 STREET,10036.0,2123077536,American,Not Critical
40606772,GEMINI DINER,641,2 AVENUE,10016.0,2125322143,American,Critical
41228172,NATSUMI,226,WEST   50 STREET,10019.0,2122582988,Japanese,Critical
40379890,O'HARA'S,120,CEDAR STREET,10006.0,2122673032,American,Critical
50102084,LA PECORA BIANCA,20,WEST   40 STREET,10018.0,2129244040,Italian,Not Critical
40393761,SAN PIETRO,18,EAST   54 STREET,10022.0,2127539015,Italian,Critical
50085969,THE KATI ROLL COMPANY,230,PARK AVENUE,10169.0,2127306740,Indian Subcontinent,Not Critical
50001734,REDFARM,2170,BROADWAY,10024.0,2127249700,Southeast Asian,Not Critical
40512445,BELLA BLU,967,LEXINGTON AVENUE,10021.0,2129884624,Italian,Critical
50107037,TACO BELL,707,LEXINGTON AVENUE,10022.0,3322280906,Tex-Mex,Critical
50079106,CHARLEY ST,41,KENMARE STREET,10012.0,8083046662,American,Critical
41657368,WILLIAM GREENBERG DESSERT,1,WEST   58 STREET,10019.0,6467553235,Bakery,Not Critical
50106146,SFORNO PIZZA,2393,BROADWAY,10024.0,2125801808,Pizza,Critical
50100675,TULCINGO AZTECA RESTAURANT,3861,10 AVENUE,10034.0,2125676028,Mexican,Not Critical
50099573,SCHALLER STUBE LES,115,DELANCEY STREET,10002.0,7187215480,Soups_Salads_Sandwiches_Beverages,Not Critical
41638918,ANGELO'S PIZZERIA,117,WEST   57 STREET,10019.0,2123334333,Pizza,Not Critical
41684054,THE BOIL,139,CHRYSTIE STREET,10002.0,2129258815,Seafood,Critical
50071476,THE LITTLE ONE,150,EAST BROADWAY,10002.0,9173997015,Frozen Desserts,Critical
50062554,LA CASA DEL POLLO AND PIZZA,4231,BROADWAY,10033.0,2127955500,Spanish,Not Critical
50011835,TUOME,536,EAST    5 STREET,10009.0,6468337811,Southeast Asian,Critical
50052277,CHINA RIVER,258,WEST   44 STREET,10036.0,6467670854,Chinese,Critical
50068868,NESPRESSO,935,MADISON AVENUE,10021.0,9174826047,Coffee/Tea,Critical
41168966,STARBUCKS,1021,3 AVENUE,10065.0,2124866764,Coffee/Tea,Not Critical
40566617,STARBUCKS,750,7 AVENUE,10019.0,2129740032,Coffee/Tea,Not Critical
50095871,ALPHONSO'S PIZZERIA & TRATTORIA,525A,GRAND ST,10002.0,2124773367,Italian,Critical
50065427,UPTOWN JUICE BAR,2524,7 AVENUE,10039.0,6465967569,Soups_Salads_Sandwiches_Beverages,Critical
50050424,THE MAZE,32,WEST   32 STREET,10001.0,6463778752,Korean,Critical
50006614,HUERTAS,107,1 AVENUE,10003.0,2122284490,Spanish,Critical
50018745,THE GEM HOTEL,300,WEST   22 STREET,10011.0,2126751911,Coffee/Tea,Not Critical
50039705,WOOPS! BAKESHOP,93,WORTH STREET,10013.0,2123431900,Coffee/Tea,Critical
40576260,HECTOR'S CAFE & DINER,44,LITTLE WEST   12 STREET,10014.0,2122067592,American,Critical
50017852,CHOTE NAWAB,115,LEXINGTON AVENUE,10016.0,2126794603,Indian Subcontinent,Critical
50097512,SAPPHIRE GENTLEMANS CLUB TIMES SQUARE,1674,BROADWAY,10019.0,4104444233,Other,Critical
50086165,SHAKE SHACK,1,WEST  125 STREET,10027.0,9294727171,American,Critical
41593315,MUMTAZ,1582,YORK AVENUE,10028.0,2128794797,Indian Subcontinent,Not Critical
50100561,GO GO CURRY,570,LEXINGTON AVENUE,10022.0,9177896992,Japanese,Critical
50098741,CANARY CLUB,303,BROOME STREET,10002.0,6463558591,American,Not Critical
50008090,ARTS AND CRAFTS BEER PARLOR,26,WEST    8 STREET,10011.0,6466785263,American,Not Critical
40996365,POPEYES,75,LEXINGTON AVENUE,10010.0,2127257033,Chicken,Not Critical
50018800,FRIEDMAN'S,450,10 AVENUE,10018.0,2122681100,American,Critical
50099462,N'Roll,339,EAST   75 STREET,10021.0,3477433464,Japanese,Critical
50100791,EL AZTECA,4195,BROADWAY,10033.0,2127955400,Latin American,Not Critical
50089144,BERLIN DONER,104,MACDOUGAL STREET,10012.0,9179652566,Middle Eastern,Not Critical
50043375,RATTLE N HUM WEST,585,8 AVENUE,10018.0,9172620417,American,Not Critical
50049018,HOA NOODLE AND TEA,401,6 AVENUE,10014.0,2126338900,Chinese,Critical
50000489,INSOMNIA COOKIES,237,EAST   53 STREET,10022.0,2122862403,American,Critical
41473011,MACCHIATO ESPRESSO BAR,666,5 AVENUE,10103.0,2122626600,Coffee/Tea,Critical
50101949,FRESH BOWL - FULTON CENTER (C2 CONCOURSE LEVEL),200,BROADWAY,10038.0,9172256067,Soups_Salads_Sandwiches_Beverages,Not Critical
41617377,STARBUCKS,1585,BROADWAY,10036.0,2125417515,Coffee/Tea,Not Critical
41595904,OSLO COFFEE ROASTERS,422,EAST   75 STREET,10021.0,3472552508,Coffee/Tea,Not Critical
41705406,PRET A MANGER,655,AVENUE OF THE AMERICAS,10010.0,2122552087,Soups_Salads_Sandwiches_Beverages,Not Critical
50087361,PROOF COFFEE ROASTERS,2286,7 AVENUE,10030.0,3142300768,Coffee/Tea,Critical
40716479,LIFFY II BAR,5009,BROADWAY,10034.0,2125447669,Irish,Critical
50078978,IZUMI SUSHI,139,WEST   28 STREET,10001.0,2122731169,Japanese,Critical
40396381,LA DINASTIA,4059,BROADWAY,10032.0,2129286605,Chinese,Critical
50069684,JUKU,32,MULBERRY STREET,10013.0,6465902111,Japanese,Critical
41538513,ARTICHOKE BASILLE'S PIZZA & BAR,111,MACDOUGAL STREET,10012.0,6462786100,Pizza,Critical
50037583,SID GOLD'S REQUEST ROOM,165,WEST   26 STREET,10001.0,2122291948,American,Critical
40393570,PASTA LOVERS TRATTORIA,142,WEST   49 STREET,10019.0,2128191155,Italian,Critical
50102646,TACOMBI,74,BROAD STREET,10004.0,9172617136,Tex-Mex,Not Critical
50078209,FRESH & CO,111A,11 AVENUE,10011.0,2125816567,Soups_Salads_Sandwiches_Beverages,Critical
50112272,COFFEE RX ROASTERS,33,EAST    8 STREET,10003.0,3475926283,Coffee/Tea,Not Critical
41700209,LATITUDE BAR & GRILL,783,8 AVENUE,10036.0,2122453034,American,Critical
40363426,LEXLER DELI,405,LEXINGTON AVENUE,10174.0,2126870820,Soups_Salads_Sandwiches_Beverages,Critical
41673493,DEGREZIA,231,EAST   50 STREET,10022.0,2127505353,Italian,Critical
41567407,AMC THEATRES,234,WEST   42 STREET,10036.0,2123982597,American,Not Critical
50111563,BARCLAYS RISE COFFEE BAR,43,WEST   23 STREET,10010.0,7173831437,Coffee/Tea,Not Critical
50044574,THE STRAND BISTRO,33,WEST   37 STREET,10018.0,2125844000,American,Critical
41336628,BENOIT BISTRO,60,WEST   55 STREET,10019.0,6469437373,French,Not Critical
50000161,CHARLIE BIRD,5,KING STREET,10012.0,2122357133,American,Not Critical
50057837,BO'S BAGELS,235,WEST  116 STREET,10026.0,9179028345,Bakery,Critical
50003035,JUICE GENERATION,109,EAST   23 STREET,10010.0,2124209700,Soups_Salads_Sandwiches_Beverages,Not Critical
40367365,THE FLAME DINER,893,9 AVENUE,10019.0,2127657962,American,Critical
50079163,MARITZA'S CAKE,2153,AMSTERDAM AVENUE,10032.0,2127955841,Bakery,Critical
41028791,STARBUCKS,300,WEST   23 STREET,10011.0,6466381571,Coffee/Tea,Not Critical
50058907,HAPPY BURRITO,211,EAST   14 STREET,10003.0,2123533728,Mexican,Critical
50101905,KETTL TEA BOWERY,348,BOWERY,10012.0,5164593607,Coffee/Tea,Critical
41498197,MACARON CAFE,44,EAST   59 STREET,10022.0,2124862470,Coffee/Tea,Critical
41310519,LANTERN THAI,311,2 AVENUE,10003.0,2127772770,Thai,Critical
40364389,OLD TOWN BAR & RESTAURANT,45,EAST   18 STREET,10003.0,2125296732,American,Not Critical
41704249,FAMOUS FAMIGLIA PIZZERIA,1398,MADISON AVENUE,10029.0,2129969797,Pizza,Critical
41035324,STARBUCKS,1515,YORK AVENUE,10028.0,2124723581,Coffee/Tea,Not Critical
50099876,99 CENTS FRESH PIZZA,388,AVENUE OF THE AMERICAS,10011.0,3477725659,Pizza,Not Critical
50019203,SOPHIES CUBAN CUISINE,76,FULTON STREET,10038.0,2126086769,Latin American,Critical
50080540,NEW MAY MAY KITCHEN,181,CLINTON STREET,10002.0,2124201328,Chinese,Critical
41709760,STELLA 34,151,WEST   34 STREET,10001.0,2129679251,Italian,Critical
50110741,BONDI SUSHI,246,5 AVENUE,10001.0,6466092308,Japanese,Critical
50036198,KENNEDY'S CHICKEN & GRILL,1550,SAINT NICHOLAS AVENUE,10040.0,2127814739,Chicken,Not Critical
50086327,ETC.,20,EAST   46 STREET,10017.0,2126971201,American,Not Critical
50109752,AUJLAS INDIAN COFFEE HOUSE,56,HESTER STREET,10002.0,8607105017,Coffee/Tea,Critical
50096203,KORONET PIZZA,1110,LEXINGTON AVENUE,10075.0,6467670424,Pizza,Critical
50066692,MAY WAH PORK CHOP FAST FOOD,190,HESTER STREET,10013.0,2129256776,Chinese,Critical
41634004,MORNING STAR RESTAURANT,879,9 AVENUE,10019.0,2122461593,American,Critical
50057414,ALEEF CAFE,333,WEST   39 STREET,10018.0,2125642723,Coffee/Tea,Critical
50049831,BARNEY BROWN,822,AVENUE OF THE AMERICAS,10001.0,2126349114,American,Critical
41630109,GOLAN HEIGHTS,2553,AMSTERDAM AVENUE,10033.0,2127957842,Jewish/Kosher,Critical
50088759,BLEECKER SREET PIZZA,69,7 AVENUE SOUTH,10014.0,2125947817,Pizza,Critical
50099833,NORDSTROM BROADWAY BAR,225,WEST   57 STREET,10019.0,2063734068,American,Critical
41638061,DUNKIN,1416,ST NICHOLAS AVENUE,10033.0,2129281900,Bakery,Critical
50058073,AL HORNO LEAN MEXICAN KITCHEN,57,1 AVENUE,10003.0,6466093762,Mexican,Critical
50076945,LUCKY PICKLE DUMPLING CO,513,AMSTERDAM AVENUE,10024.0,6467660326,Southeast Asian,Not Critical
41678685,THE BUTCHER'S DAUGHTER,19,KENMARE STREET,10012.0,2122193434,Vegan_Vegetarian,Not Critical
41340016,KAFANA,116,AVENUE C,10009.0,2123538000,European,Critical
40737932,STARBUCKS,1290,AVENUE OF THE AMERICAS,10119.0,2129774861,Coffee/Tea,Not Critical
41667090,COOL FRESH JUICE BAR,2661,BROADWAY,10025.0,6465065554,Soups_Salads_Sandwiches_Beverages,Not Critical
50082966,VANGUARD WINE BAR,252,WEST   51 STREET,10019.0,6463211800,American,Not Critical
40365525,DONUT PUB,203,WEST   14 STREET,10011.0,2129290126,Bakery,Critical
50068152,"NEW YORK HILTON , BANQUET KITCHEN",1335,AVENUE OF THE AMERICAS,10019.0,2125867000,American,Not Critical
41713457,M & W BAKERY,25,EAST BROADWAY,10002.0,2122850918,Bakery,Not Critical
41353612,SOHO SUSHI,231,SULLIVAN STREET,10012.0,2127772188,Japanese,Not Critical
50002356,Fairfield Inn & Suites,95,HENRY STREET,10002.0,2122270709,American,Not Critical
50037749,IL VIOLINO,180,COLUMBUS AVENUE,10023.0,2128732500,Italian,Not Critical
41240455,HAMPTON INN,851,8 AVENUE,10019.0,2125814100,American,Not Critical
41030615,SERAFINA BROADWAY,210,WEST   55 STREET,10019.0,2123151700,Italian,Critical
50013680,VIVI BUBBLE TEA,607,9 AVENUE,10036.0,2129560288,Coffee/Tea,Critical
50016488,DA CLAUDIO,21,ANN STREET,10038.0,2122852668,Italian,Critical
40748086,STARBUCKS,72,GROVE STREET,10014.0,6464862216,Coffee/Tea,Not Critical
50099936,MANI IN PASTA,231,WEST   39 STREET,10018.0,6469931653,Pizza,Critical
50098826,CHOP'T,200,VARICK STREET,10014.0,2125244619,Other,Not Critical
41538244,BRAVEST,700,2 AVENUE,10016.0,2126833766,American,Not Critical
50057298,HANDCRAFT COFFEE,151,EAST   77 STREET,10075.0,6469227025,Coffee/Tea,Critical
50006227,RITAS,756,9 AVENUE,10019.0,2129742003,American,Not Critical
50080739,BAR BENNO,3/7/2021 0:00,E 27TH ST,10016.0,2124519495,Italian,Not Applicable
50110025,ESPRESSO BAR NYC,150,ALLEN STREET,10002.0,6106806112,Coffee/Tea,Critical
50100144,99 CENT FRESH PIZZA,143,WEST   40 STREET,10018.0,2123665550,Pizza,Critical
41162796,ABC KITCHEN,35,EAST   18 STREET,10003.0,2124755829,American,Not Critical
41237861,CIPRIANI 42ND STREET,110,EAST   42 STREET,10017.0,6467230822,Italian,Not Critical
41202797,MARSHALL STACK,6668,RIVINGTON STREET,,2122284667,American,Critical
50009228,STOUT NYC,90,JOHN STREET,10038.0,2122409122,American,Not Critical
50050375,RAHI,60,GREENWICH AVENUE,10011.0,2123738900,Indian Subcontinent,Not Critical
50090355,BIRCH COFFEE,1330,5 AVENUE,10026.0,9178416564,Coffee/Tea,Critical
50061117,CAFE BILBOQUET,26,EAST   60 STREET,10022.0,2127513036,French,Critical
50084224,"HALL , ODO",17,WEST   20 STREET,10011.0,9175797290,Japanese,Not Critical
41130819,TARALLUCCI E VINO,15,EAST   18 STREET,10003.0,2122285400,Italian,Critical
50000491,EMPIRE HOTEL LOBBY BAR,44,WEST   63 STREET,10023.0,6463547814,American,Not Critical
50107336,PRET A MANGER (USA) LIMITED,40,WALL STREET,10005.0,6464760498,Soups_Salads_Sandwiches_Beverages,Critical
50048157,STARBUCKS,399,7 AVENUE,10001.0,6465993512,Coffee/Tea,Not Critical
50012993,BANK OF NOVA SCOTIA CAFE,250,VESEY STREET,10281.0,2122255223,American,Not Critical
50079818,OAK TUSCAN TRUFFLE LOUNGE,28,GREENWICH AVENUE,10011.0,9294612748,Italian,Critical
50086397,PABADE BAKERY & CAFE,135,EAST  110 STREET,10029.0,6469826772,Coffee/Tea,Critical
50004299,EMMETTS,50,MACDOUGAL STREET,10012.0,9176393571,American,Not Critical
50039368,GOOD NIGHT SONNY,134,1 AVENUE,10009.0,9173328432,American,Critical
40391284,BAR ASSOCIATION OF THE CITY OF NY KITCHEN,42,WEST   44 STREET,10036.0,2123826684,American,Critical
41643403,DON ANTONIO RESTAURANT,309,WEST   50 STREET,10019.0,6467191043,Italian,Not Critical
50094304,TSUKIMI,228,EAST   10 STREET,10003.0,4126088668,Japanese,Critical
41223011,SUSHI SASABUNE NEW YORK,401,EAST   73 STREET,10021.0,2122498583,Japanese,Critical
50084280,BACK POCKET BAR,462,WEST   49 STREET,10019.0,9176901224,American,Critical
50016335,THE EDGE,101,EDGECOMBE AVENUE,10030.0,2129399688,Coffee/Tea,Not Critical
50042774,BLANK SLATE COFFEE + KITCHEN,121,MADISON AVENUE,10016.0,2126837800,American,Not Critical
50014696,BLOSSOM ON COLUMBUS,507,COLUMBUS AVENUE,10024.0,2128752600,Vegan_Vegetarian,Not Critical
41254287,COCO BISTRO,36,PECK SLIP,10038.0,2123469090,French,Critical
50078759,CABANA LATINA RESTAURANT,3881,BROADWAY,10032.0,2127950615,Latin American,Critical
50110293,SOGNO TOSCANO,17,PERRY STREET,10014.0,9175959334,Italian,Not Critical
50008104,JASPER'S TAPHOUSE & KITCHEN,761,9 AVENUE,10019.0,2129751000,American,Not Critical
41655550,ETHOS GALLERY,905,1 AVENUE,10022.0,2128884060,European,Critical
50004593,THE LANGHAM,400,5 AVENUE,10018.0,2126954005,American,Critical
40864264,THE VILLAGE TAVERN,46,BEDFORD STREET,10014.0,2127411935,American,Critical
50106329,THE LITTLE BEET,125,PARK AVE,10017.0,6469694945,Soups_Salads_Sandwiches_Beverages,Not Critical
41642422,STARBUCKS,49.5,1 AVENUE,10003.0,2127771752,Coffee/Tea,Not Critical
50095758,YASO,289,MERCER STREET,10003.0,7186663338,Chinese,Not Critical
41014806,SUBWAY,873,7 AVENUE,10019.0,2123155488,Soups_Salads_Sandwiches_Beverages,Critical
50018261,TRYON PUBLIC HOUSE,4740,BROADWAY,10040.0,9145255331,American,Critical
50044340,WENDY'S,4,SOUTH STREET,10004.0,7185240080,American,Critical
50099843,NARANJITO JUICE,1349,AMSTERDAM AVENUE,10027.0,6464844214,Soups_Salads_Sandwiches_Beverages,Not Critical
50071068,FU XING RESTAURANT & BAKERY,273,WEST   38 STREET,10018.0,2125756978,Chinese,Not Critical
50043821,WETZEL'S PRETZELS,200,BROADWAY,10038.0,9172620380,Bakery,Not Critical
50082348,NEW YORK COMEDY CLUB,85,EAST    4 STREET,10003.0,2129949828,American,Not Critical
50017098,ZUMA NEW YORK,261,MADISON AVENUE,10016.0,2125449862,Japanese,Critical
50089957,VAN LEEUWEN ICE CREAM,253,COLUMBUS AVENUE,10023.0,6463689195,Frozen Desserts,Critical
50063454,WAFELS & DINGES,0,BROADWAY PLAZA,,2017230073,Other,Not Critical
50092429,"BLACK TAP CRAFT BURGERS AND BEER, LOT 15",45,WEST   35 STREET,10001.0,6468131213,American,Critical
40882849,BRENDAN'S,42,WEST   35 STREET,10001.0,2125645405,American,Critical
50004578,LUCKY CHICKEN,377,1 AVENUE,10010.0,2122281325,Chicken,Not Critical
50063160,KISS MY SLICE PIZZA,401,EAST   57 STREET,10022.0,2129357000,Pizza,Critical
41711527,DUNKIN,50,PINE STREET,10005.0,2126784029,Bakery,Critical
